id,cui_orig,cui_target,name_orig,name_target
3542,C0949472,C0936083,borrelia afzelii,borreliella
3543,C4104183,C0936083,borreliaceae,borreliella
3544,C1004868,C0936083,borrelia japonica,borreliella
3545,C0006033,C1013303,borrelia,borrelia miyamotoi
3546,C4592894,C5081579,muribaculaceae,duncaniella
3547,C0025997,C3082817,micromonosporaceae,phytohabitans
3548,C0995711,C0025997,actinoplanes,micromonosporaceae
3549,C0025996,C0025997,micromonospora,micromonosporaceae
3550,C1037107,C0025997,micromonosporales,micromonosporaceae
3551,C3082817,C0025997,phytohabitans,micromonosporaceae
3552,C0600148,C1037107,actinomycetes,micromonosporales
3553,C0025997,C1037107,micromonosporaceae,micromonosporales
3554,C1084938,C0995331,mesorhizobium,mesorhizobium loti
3555,C1027341,C1084938,phyllobacteriaceae,mesorhizobium
3556,C0995331,C1084938,mesorhizobium loti,mesorhizobium
3557,C2759645,C1027341,chelativorans,phyllobacteriaceae
3558,C1478616,C1027341,hoeflea,phyllobacteriaceae
3559,C1001888,C1027341,phyllobacterium,phyllobacteriaceae
3560,C0995323,C1027341,hyphomicrobiales,phyllobacteriaceae
3561,C1084938,C1027341,mesorhizobium,phyllobacteriaceae
3562,C0016878,C0445938,fusobacterium,fusobacterium ulcerans
3563,C0026926,C5227642,mycobacterium tuberculosis,mycobacterium tuberculosis tuberculosis
3564,C3565021,C0085472,agrobacterium tumefaciens complex,agrobacterium tumefaciens
3565,C0001830,C3565021,agrobacterium,agrobacterium tumefaciens complex
3566,C0085472,C3565021,agrobacterium tumefaciens,agrobacterium tumefaciens complex
3567,C3636941,C3719675,kosakonia,kosakonia sacchari
3568,C2761066,C3636941,kosakonia oryzae,kosakonia
3569,C1224837,C3636941,kosakonia cowanii,kosakonia
3570,C0014346,C3636941,enterobacteriaceae,kosakonia
3571,C3719675,C3636941,kosakonia sacchari,kosakonia
3572,C0038420,C0995768,streptomyces,streptomyces scabies
3573,C0995548,C0085540,nostocaceae,anabaena
3574,C0995554,C0995548,nostoc,nostocaceae
3575,C0562696,C0995548,nostocales,nostocaceae
3576,C0085540,C0995548,anabaena,nostocaceae
3577,C0995559,C0562696,scytonemataceae,nostocales
3578,C4420838,C0562696,aphanizomenonaceae,nostocales
3579,C0995548,C0562696,nostocaceae,nostocales
3580,C1040520,C0995244,gallionellaceae,gallionella
3581,C1003862,C1040520,nitrosomonadales,gallionellaceae
3582,C0995244,C1040520,gallionella,gallionellaceae
3583,C1004293,C1081789,coprococcus,coprococcus eutactus
3584,C5476923,C1046489,coprobacillaceae,coprobacillus
3585,C1046490,C1046489,coprobacillus catenaformis,coprobacillus
3586,C5467986,C0317498,amedibacillus,eubacterium dolichum
3587,C1062146,C5467986,erysipelotrichaceae,amedibacillus
3588,C0317498,C5467986,eubacterium dolichum,amedibacillus
3589,C0085508,C0206362,helicobacter,helicobacter suis
3590,C0041944,C1065064,ureaplasma,ureaplasma parvum
3591,C2629236,C2613599,cloacibacterium,cloacibacterium normanense
3592,C3457623,C2629236,cloacibacterium rupense,cloacibacterium
3593,C5470341,C2629236,weeksellaceae,cloacibacterium
3594,C2613599,C2629236,cloacibacterium normanense,cloacibacterium
3595,C5266432,C1638074,enterocloster,clostridium aldenense
3596,C3947620,C0315103,ruminiclostridium,clostridium cellobioparum
3597,C5476439,C0318123,mammaliicoccus,staphylococcus sciuri
3598,C0318287,C1021722,bergeyella zoohelcum,bergeyella
3599,C5470341,C1021722,weeksellaceae,bergeyella
3600,C1066170,C0445826,pseudomonas fluorescens group,pseudomonas marginalis
3601,C4165220,C4605796,unclassified spongiibacteraceae,spongiibacteraceae bacterium
3602,C4096254,C4165220,spongiibacteraceae,unclassified spongiibacteraceae
3603,C4605796,C4165220,spongiibacteraceae bacterium,unclassified spongiibacteraceae
3604,C4096259,C4096254,cellvibrionales,spongiibacteraceae
3605,C4165220,C4096254,unclassified spongiibacteraceae,spongiibacteraceae
3606,C0033808,C5587986,pseudomonas,pseudomonas paraversuta
3607,C0318074,C2278482,ruminococcus,ruminococcus gauvreauii open
3608,C1193153,C0317934,gallibacterium,gallibacterium anatis
3609,C0030641,C1193153,pasteurellaceae,gallibacterium
3610,C0317934,C1193153,gallibacterium anatis,gallibacterium
3611,C1210578,C1002601,alicyclobacillaceae,alicyclobacillus
3612,C1031454,C1036254,rhodocyclaceae,propionivibrio
3613,C1070740,C1031454,azospira,rhodocyclaceae
3614,C1224113,C1031454,rhodocyclales,rhodocyclaceae
3615,C1036254,C1031454,propionivibrio,rhodocyclaceae
3616,C1063894,C0995421,desulfomicrobium orale,desulfomicrobium
3617,C1227212,C0995421,desulfomicrobiaceae,desulfomicrobium
3618,C1227211,C1227212,desulfovibrionales,desulfomicrobiaceae
3619,C0995421,C1227212,desulfomicrobium,desulfomicrobiaceae
3620,C0010148,C2799775,corynebacterium,corynebacterium canis
3621,C0027571,C0317885,neisseria,neisseria canis
3622,C5461272,C3797731,neobacillus,bacillus jeddahensis
3623,C0004586,C5461272,bacillaceae,neobacillus
3624,C3797731,C5461272,bacillus jeddahensis,neobacillus
3625,C1207407,C3797854,oceanobacillus,oceanobacillus jeddahense
3626,C0006916,C0315052,capnocytophaga,capnocytophaga ochracea
3627,C0001250,C1188364,actinomyces,actinomyces lingnae
3628,C5642397,C0996227,marinobacteraceae,marinobacter
3629,C0682468,C5642397,pseudomonadales,marinobacteraceae
3630,C0996227,C5642397,marinobacter,marinobacteraceae
3631,C0085494,C0317469,enterococcus,enterococcus avium
3632,C0015146,C0317518,eubacterium,eubacterium oxidoreducens
3633,C0995857,C0037986,spiroplasma melliferum,spiroplasma
3634,C1080742,C0037986,spiroplasma ixodetis,spiroplasma
3635,C0995864,C0037986,spiroplasma mirum,spiroplasma
3636,C1462767,C0037986,spiroplasma leptinotarsae,spiroplasma
3637,C0085502,C0037986,spiroplasmataceae,spiroplasma
3638,C1210217,C0085502,entomoplasmatales,spiroplasmataceae
3639,C0037986,C0085502,spiroplasma,spiroplasmataceae
3640,C1004783,C1210217,entomoplasmataceae,entomoplasmatales
3641,C3179193,C1210217,mollicutes,entomoplasmatales
3642,C0085502,C1210217,spiroplasmataceae,entomoplasmatales
3643,C0033750,C0315285,providencia spp,providencia alcalifaciens
3644,C5437982,C0445726,lancefieldella,atopobium rimae
3645,C0040837,C0318234,treponema,treponema socranskii
3646,C0040837,C1017370,treponema,treponema lecithinolyticum
3647,C0040837,C0459520,treponema,treponema vincentii
3648,C5262947,C1025751,gleimia,actinomyces europaeus
3649,C0001253,C5262947,actinomycetaceae,gleimia
3650,C1025751,C5262947,actinomyces europaeus,gleimia
3651,C2828049,C1020324,citrobacter freundii complex,citrobacter braakii
3652,C0008862,C1026645,citrobacter,citrobacter farmer
3653,C1493608,C1482230,anaerotruncus,anaerotruncus colihominis
3654,C1217453,C1033021,parascardovia,parascardovia denticolens
3655,C0317563,C3903136,gemella,gemella parahaemolysans
3656,C0315267,C0315266,kluyvera ascorbata,kluyvera
3657,C0014346,C0315266,enterobacteriaceae,kluyvera
3658,C0030967,C3557057,peptostreptococcus,peptostreptococcus russellii
3659,C5133154,C2584419,vampirovibrionales,vampirovibrio
3660,C4122655,C5133154,candidatus melainabacteria,vampirovibrionales
3661,C2584419,C5133154,vampirovibrio,vampirovibrionales
3662,C4431073,C4122655,gastranaerophilales,candidatus melainabacteria
3663,C5133154,C4122655,vampirovibrionales,candidatus melainabacteria
3664,C5466715,C1039592,peptacetobacter,clostridium hiranonis
3665,C1210565,C5466715,peptostreptococcaceae,peptacetobacter
3666,C1039592,C5466715,clostridium hiranonis,peptacetobacter
3667,C0014833,C1225188,escherichia,escherichia albertii
3668,C5266426,C0315144,lacrimispora,clostridium saccharolyticum
3669,C0315098,C5266426,lacrimispora indolis,lacrimispora
3670,C0445994,C5266426,clostridium xylanolyticum,lacrimispora
3671,C1210564,C5266426,lachnospiraceae,lacrimispora
3672,C0315144,C5266426,clostridium saccharolyticum,lacrimispora
3673,C0036765,C0317447,serratia,serratia odorifera
3674,C0317721,C2278479,megamonas,megamonas funiformis
3675,C1008539,C2301532,dialister,dialister succinatiphilus
3676,C2658870,C3717509,blautia,blautia faecis
3677,C0010148,C1002598,corynebacterium,turicella otitidis
3678,C0004661,C2773832,bacteroides,bacteroides clarus
3679,C2642914,C2271807,eubacteriales incertae sedis,howardella
3680,C0036197,C0318084,sarcina,sarcina ventriculi
3681,C1228943,C2668376,ruminococcaceae,hydrogenoanaerobacterium
3682,C0995295,C1017255,pseudoalteromonas haloplanktis,pseudoalteromonas spp
3683,C1010924,C1017255,pseudoalteromonas undina,pseudoalteromonas spp
3684,C3747060,C1017255,pseudoalteromonas piratica,pseudoalteromonas spp
3685,C1481792,C1017255,pseudoalteromonas tetraodonis,pseudoalteromonas spp
3686,C1689399,C1017255,pseudoalteromonadaceae,pseudoalteromonas spp
3687,C1065475,C1689399,alteromonadales,pseudoalteromonadaceae
3688,C1017255,C1689399,pseudoalteromonas spp,pseudoalteromonadaceae
3689,C4420838,C0331720,aphanizomenonaceae,aphanizomenon
3690,C1076048,C4420838,nodularia,aphanizomenonaceae
3691,C1032307,C4420838,cylindrospermopsis,aphanizomenonaceae
3692,C0562696,C4420838,nostocales,aphanizomenonaceae
3693,C0331720,C4420838,aphanizomenon,aphanizomenonaceae
3694,C4420838,C1032307,aphanizomenonaceae,cylindrospermopsis
3695,C0331722,C1001883,lyngbya majuscula,lyngbya
3696,C2919224,C1001883,oscillatoriaceae,lyngbya
3697,C0995569,C2919224,phormidium,oscillatoriaceae
3698,C0995546,C2919224,oscillatoria,oscillatoriaceae
3699,C0562697,C2919224,oscillatoriales,oscillatoriaceae
3700,C1001883,C2919224,lyngbya,oscillatoriaceae
3701,C5663500,C0562697,sirenicapillariaceae,oscillatoriales
3702,C4420833,C0562697,microcoleaceae,oscillatoriales
3703,C3627920,C0562697,oscillatoriophycideae,oscillatoriales
3704,C2919224,C0562697,oscillatoriaceae,oscillatoriales
3705,C0562699,C3627920,chroococcales,oscillatoriophycideae
3706,C0562697,C3627920,oscillatoriales,oscillatoriophycideae
3707,C4420838,C1076048,aphanizomenonaceae,nodularia
3708,C2919224,C0995546,oscillatoriaceae,oscillatoria
3709,C4420833,C1017951,microcoleaceae,planktothrix
3710,C1005844,C4420833,arthrospira,microcoleaceae
3711,C0562697,C4420833,oscillatoriales,microcoleaceae
3712,C1017951,C4420833,planktothrix,microcoleaceae
3713,C1188555,C1005844,spirulina platensis,arthrospira
3714,C4420833,C1005844,microcoleaceae,arthrospira
3715,C0085508,C1006805,helicobacter,helicobacter bilis
3716,C0038402,C0085520,streptococcus,streptococcus suis
3717,C1222822,C3394238,dickeya,dickeya solani
3718,C4429588,C1222822,pectobacteriaceae,dickeya
3719,C3394238,C1222822,dickeya solani,dickeya
3720,C0030745,C0579201,pectobacterium,pectobacterium atrosepticum
3721,C0010148,C1008432,corynebacterium,corynebacterium glucuronolyticum
3722,C0001703,C1057150,aerococcus,aerococcus sanguinicola
3723,C0995387,C0031738,photobacterium angustum,photobacterium species
3724,C0318284,C0031738,damselae,photobacterium species
3725,C0042638,C0031738,vibrionaceae,photobacterium species
3726,C1005844,C1188555,arthrospira,spirulina platensis
3727,C0026912,C0242615,mycobacterium,mycobacterium haemophilum
3728,C5620286,C0996022,roseobacteraceae,roseobacter
3729,C1272768,C1012557,microbacteriaceae,agrococcus
3730,C3627493,C0995208,phenylobacterium conjunctum,phenylobacterium
3731,C1187508,C0995208,caulobacteraceae,phenylobacterium
3732,C4090210,C3794596,rhodanobacteraceae,tahibacter
3733,C1688189,C4090210,dokdonella,rhodanobacteraceae
3734,C1492503,C4090210,luteibacter,rhodanobacteraceae
3735,C1031177,C4090210,rhodanobacter,rhodanobacteraceae
3736,C1065469,C4090210,xanthomonadales,rhodanobacteraceae
3737,C3794596,C4090210,tahibacter,rhodanobacteraceae
3738,C4440938,C4203580,massilibacterium,massilibacterium senegalense
3739,C0004586,C4440938,bacillaceae,massilibacterium
3740,C4203580,C4440938,massilibacterium senegalense,massilibacterium
3741,C2623627,C3768531,ornithinibacillus,ornithinibacillus heyuanensis
3742,C0004586,C2623627,bacillaceae,ornithinibacillus
3743,C3768531,C2623627,ornithinibacillus heyuanensis,ornithinibacillus
3744,C1066170,C1032118,pseudomonas fluorescens group,pseudomonas veronii
3745,C3084036,C1937436,phocaeicola,bacteroides coprophilus
3746,C0317542,C1036779,pedobacter heparinus,pedobacter
3747,C1036778,C1036779,sphingobacteriaceae,pedobacter
3748,C3084036,C1652829,phocaeicola,phocaeicola coprocola
3749,C1228943,C1016917,ruminococcaceae,anaerofilum
3750,C0314885,C0995650,bacillus pasteurii,sporosarcina
3751,C1210573,C0995650,planococcaceae,sporosarcina
3752,C1187506,C1032171,myroides odoratimimus,myroides
3753,C3564961,C1032171,myroides injenensis,myroides
3754,C1014716,C1032171,flavobacteriaceae,myroides
3755,C0085444,C0317734,saccharopolyspora,saccharopolyspora rectivirgula
3756,C0010148,C0315178,corynebacterium,corynebacterium pseudodiphtheriticum
3757,C2919224,C0995569,oscillatoriaceae,phormidium
3758,C1187829,C1201103,ramlibacter tataouinensis,ramlibacter
3759,C1034493,C1201103,comamonadaceae,ramlibacter
3760,C0318086,C0318088,selenomonas,selenomonas sputigena
3761,C0016676,C2787277,francisella,francisella noatunensis
3762,C4104174,C2662190,eggerthellaceae,enterorhabdus
3763,C2280992,C2662192,adlercreutzia,enterorhabdus mucosicola
3764,C1490417,C2773835,alistipes,alistipes indistinctus
3765,C0010148,C0315191,corynebacterium,brevibacterium lactofermentum
3766,C0006170,C1036298,brevibacterium,brevibacterium avium
3767,C5536375,C4391256,unclassified enterobacteriaceae,enterobacteriaceae bacterium
3768,C0014346,C5536375,enterobacteriaceae,unclassified enterobacteriaceae
3769,C4391256,C5536375,enterobacteriaceae bacterium,unclassified enterobacteriaceae
3770,C5091040,C1206441,schaalia,actinomyces cardiffensis
3771,C1494922,C1051295,halothiobacillaceae,hallothiobacillaceae
3772,C1065468,C1494922,chromatiales,halothiobacillaceae
3773,C1051295,C1494922,hallothiobacillaceae,halothiobacillaceae
3774,C2282499,C1065468,granulosicoccaceae,chromatiales
3775,C0008544,C1065468,chromatiaceae,chromatiales
3776,C0751988,C1065468,gammaproteobacteria,chromatiales
3777,C1494922,C1065468,halothiobacillaceae,chromatiales
3778,C0315168,C1487396,comamonas,comamonas kerstersii
3779,C0014833,C0315247,escherichia,escherichia fergusonii
3780,C1077406,C0445999,peptoniphilus ↓,peptoniphilus lacrimalis
3781,C0242946,C0314941,prevotella,prevotella disiens
3782,C0030635,C4124249,pasteurella,pasteurella caecimuris
3783,C0318203,C0318202,succinivibrio dextrinosolvens,succinivibrio genus
3784,C1036252,C0318202,succinivibrionaceae,succinivibrio genus
3785,C0162785,C0315021,brachyspira,brachyspira aalborgi
3786,C1078709,C2584390,novosphingobium,novosphingobium aromaticivorans
3787,C0995661,C1080736,alloiococcus otitidis,alloiococcus
3788,C1210583,C1080736,carnobacteriaceae,alloiococcus
3789,C0085549,C2759723,lactococccus,lactococcus chungangensis
3790,C1056853,C1056854,bulleidia,bulleidia extructa
3791,C1295773,C4576507,desulfobulbus,desulfobulbus oralis
3792,C5470341,C1672752,weeksellaceae,elizabethkingia
3793,C3415294,C1672752,elizabethkingia anophelis,elizabethkingia
3794,C0085508,C0445868,helicobacter,helicobacter felis
3795,C0317921,C0317922,oligella,oligella ureolytica
3796,C0317923,C0317921,oligella urethralis,oligella
3797,C1080715,C0317921,alcaligenaceae,oligella
3798,C0317922,C0317921,oligella ureolytica,oligella
3799,C0028240,C0317900,nocardia,nocardia farcinica
3800,C1082690,C1011146,catonella species,catonella morbi
3801,C0317563,C1036515,gemella,sanguinis
3802,C3802039,C0995741,streptomyces albidoflavus group,streptomyces coelicolor
3803,C0038420,C3802039,streptomyces,streptomyces albidoflavus group
3804,C0995741,C3802039,streptomyces coelicolor,streptomyces albidoflavus group
3805,C1021720,C0317534,chryseobacterium,chryseobacterium gleum
3806,C0085549,C0445647,lactococccus,lactococcus garvieae
3807,C0022938,C4218718,lactobacillus,lactobacillus bombicola
3808,C0006813,C0085510,campylobacter,campylobacter coli
3809,C1052641,C1020510,pseudomallei group,burkholderia thailandensis
3810,C2645093,C0317495,eubacteriales family xiii. incertae sedis,eubacterium brachy
3811,C1087888,C1094576,papillibacter,papillibacter cinnamivorans
3812,C1228943,C1087888,ruminococcaceae,papillibacter
3813,C1094576,C1087888,papillibacter cinnamivorans,papillibacter
3814,C4318767,C4400945,ileibacterium,ileibacterium valens
3815,C1210565,C3946030,peptostreptococcaceae,terrisporobacter
3816,C4092993,C1299785,filobacterium,filobacterium rodentium
3817,C4092994,C4092993,filobacteriaceae,filobacterium
3818,C1299785,C4092993,filobacterium rodentium,filobacterium
3819,C0010831,C4092994,sphingobacteriales,filobacteriaceae
3820,C4092993,C4092994,filobacterium,filobacteriaceae
3821,C5471116,C0317812,mycoplasmopsis,mycoplasma pulmonis
3822,C0317805,C5471116,mycoplasma bovirhinis,mycoplasmopsis
3823,C0085384,C5471116,mycoplasma fermentans,mycoplasmopsis
3824,C0317836,C5471116,mycoplasma cynos,mycoplasmopsis
3825,C0317820,C5471116,mycoplasma agalactiae,mycoplasmopsis
3826,C0317847,C5471116,mycoplasma equigenitalium,mycoplasmopsis
3827,C0317810,C5471116,mycoplasma synoviae,mycoplasmopsis
3828,C0317829,C5471116,mycoplasma arginini,mycoplasmopsis
3829,C5648116,C5471116,metamycoplasmataceae,mycoplasmopsis
3830,C0317812,C5471116,mycoplasma pulmonis,mycoplasmopsis
3831,C0038393,C0318138,streptobacillus,streptobacillus moniliformis
3832,C1014144,C0317983,ralstonia,ralstonia picketii
3833,C1210564,C1911062,lachnospiraceae,moryella
3834,C5471209,C0317605,lentilactobacillus,lactobacillus buchneri
3835,C0022938,C2761482,lactobacillus,lactobacillus taiwanensis
3836,C5266426,C0445994,lacrimispora,clostridium xylanolyticum
3837,C1076664,C0445742,raoultella,klebsiella ornithinolytica
3838,C5326628,C3609553,unclassified roseburia,roseburia 499
3839,C0995401,C5326628,roseburia,unclassified roseburia
3840,C3609553,C5326628,roseburia 499,unclassified roseburia
3841,C5304039,C1264801,unclassified bifidobacterium,bifidobacterium sp
3842,C0005380,C5304039,bifidobacteria,unclassified bifidobacterium
3843,C1264801,C5304039,bifidobacterium sp,unclassified bifidobacterium
3844,C0995401,C2269318,roseburia,roseburia faecis
3845,C0317586,C0317587,lachnospira,lachnospira multipara
3846,C1037113,C0995697,nocardioidaceae,nocardioides
