1,DISEASE,MESH ID,BACTERIA,NCBI ID,RELATION,METHOD,PMID
2136,Crohn Disease,D003424,Corynebacterium,1716,Decrease,16S rRNA sequencing,29632427
2137,"Colitis, Ulcerative",D003093,Corynebacterium,1716,Increase,16S rRNA sequencing,29632427
2138,Crohn Disease,D003424,Desulfovibrio,872,Increase,16S rRNA sequencing,29632427
2139,"Colitis, Ulcerative",D003093,Desulfovibrio,872,Decrease,16S rRNA sequencing,29632427
2140,"Colitis, Ulcerative",D003093,Eggerthella,84111,Increase,16S rRNA sequencing,29632427
2141,Crohn Disease,D003424,Epulopiscium,2383,Increase,16S rRNA sequencing,29632427
2142,"Colitis, Ulcerative",D003093,Epulopiscium,2383,Decrease,16S rRNA sequencing,29632427
2143,Crohn Disease,D003424,Escherichia,561,Increase,16S rRNA sequencing,29632427
2144,"Colitis, Ulcerative",D003093,Granulicatella,117563,Increase,16S rRNA sequencing,29632427
2145,Crohn Disease,D003424,Haemophilus,724,Decrease,16S rRNA sequencing,29632427
2146,"Colitis, Ulcerative",D003093,Haemophilus,724,Increase,16S rRNA sequencing,29632427
2147,Crohn Disease,D003424,Holdemania,61170,Increase,16S rRNA sequencing,29632427
2148,"Colitis, Ulcerative",D003093,Holdemania,61170,Decrease,16S rRNA sequencing,29632427
2149,Crohn Disease,D003424,Janthinobacterium,29580,Decrease,16S rRNA sequencing,29632427
2150,"Colitis, Ulcerative",D003093,Janthinobacterium,29580,Increase,16S rRNA sequencing,29632427
2151,"Colitis, Ulcerative",D003093,Lachnobacterium,140625,Decrease,16S rRNA sequencing,29632427
2152,Crohn Disease,D003424,Lautropia,47670,Decrease,16S rRNA sequencing,29632427
2153,"Colitis, Ulcerative",D003093,Lautropia,47670,Increase,16S rRNA sequencing,29632427
2154,Crohn Disease,D003424,Lupinus,3869,Decrease,16S rRNA sequencing,29632427
2155,"Colitis, Ulcerative",D003093,Lupinus,3869,Increase,16S rRNA sequencing,29632427
2156,"Colitis, Ulcerative",D003093,Megamonas,158846,Decrease,16S rRNA sequencing,29632427
2157,Crohn Disease,D003424,Mitsuokella,52225,Decrease,16S rRNA sequencing,29632427
2158,"Colitis, Ulcerative",D003093,Mitsuokella,52225,Decrease,16S rRNA sequencing,29632427
2159,Crohn Disease,D003424,Moryella,437755,Decrease,16S rRNA sequencing,29632427
2160,"Colitis, Ulcerative",D003093,Moryella,437755,Increase,16S rRNA sequencing,29632427
2161,"Colitis, Ulcerative",D003093,Oxalobacter,846,Decrease,16S rRNA sequencing,29632427
2162,"Colitis, Ulcerative",D003093,Peptostreptococcus,1257,Increase,16S rRNA sequencing,29632427
2163,"Colitis, Ulcerative",D003093,Prevotella,838,Decrease,16S rRNA sequencing,29632427
2164,"Colitis, Ulcerative",D003093,Pyramidobacter,638847,Decrease,16S rRNA sequencing,29632427
2165,Crohn Disease,D003424,Sarcina,1266,Increase,16S rRNA sequencing,29632427
2166,"Colitis, Ulcerative",D003093,Sarcina,1266,Decrease,16S rRNA sequencing,29632427
2167,"Colitis, Ulcerative",D003093,Schwartzia,164984,Increase,16S rRNA sequencing,29632427
2168,Crohn Disease,D003424,Shewanella,22,Decrease,16S rRNA sequencing,29632427
2169,"Colitis, Ulcerative",D003093,Shewanella,22,Increase,16S rRNA sequencing,29632427
2170,Crohn Disease,D003424,Slackia,84108,Increase,16S rRNA sequencing,29632427
2171,"Colitis, Ulcerative",D003093,Slackia,84108,Decrease,16S rRNA sequencing,29632427
2172,Crohn Disease,D003424,Staphylococcus,1279,Decrease,16S rRNA sequencing,29632427
2173,"Colitis, Ulcerative",D003093,Staphylococcus,1279,Increase,16S rRNA sequencing,29632427
2174,"Colitis, Ulcerative",D003093,Synergistes,2753,Decrease,16S rRNA sequencing,29632427
2175,Crohn Disease,D003424,Victivallis,172900,Decrease,16S rRNA sequencing,29632427
2176,"Colitis, Ulcerative",D003093,Victivallis,172900,Decrease,16S rRNA sequencing,29632427
2177,Liver Neoplasms,D008113,Adlercreutzia,447020,Decrease,16S rRNA sequencing,29665135
2178,Liver Neoplasms,D008113,Akkermansia,239934,Decrease,16S rRNA sequencing,29665135
2179,Liver Neoplasms,D008113,Atopobium,1380,Increase,16S rRNA sequencing,29665135
2180,Liver Neoplasms,D008113,Bacteroides,816,Increase,16S rRNA sequencing,29665135
2181,Liver Neoplasms,D008113,Bifidobacterium,1678,Increase,16S rRNA sequencing,29665135
2182,Liver Neoplasms,D008113,Bifidobacterium,1678,Decrease,16S rRNA sequencing,29665135
2183,Liver Neoplasms,D008113,Blautia,572511,Decrease,16S rRNA sequencing,29665135
2184,Liver Neoplasms,D008113,Blautia,572511,Increase,16S rRNA sequencing,29665135
2185,Liver Neoplasms,D008113,Christensenella,990721,Increase,16S rRNA sequencing,29665135
2186,Liver Neoplasms,D008113,Collinsella,102106,Decrease,16S rRNA sequencing,29665135
2187,Liver Neoplasms,D008113,Dehalobacterium,51514,Decrease,16S rRNA sequencing,29665135
2188,Liver Neoplasms,D008113,Dialister,39948,Decrease,16S rRNA sequencing,29665135
2189,Liver Neoplasms,D008113,Dorea,189330,Increase,16S rRNA sequencing,29665135
2190,Liver Neoplasms,D008113,Enterococcus,1350,Decrease,16S rRNA sequencing,29665135
2191,Liver Neoplasms,D008113,Gemella,1378,Increase,16S rRNA sequencing,29665135
2192,Liver Neoplasms,D008113,Granulicatella,117563,Increase,16S rRNA sequencing,29665135
2193,Liver Neoplasms,D008113,Klebsiella,570,Increase,16S rRNA sequencing,29665135
2194,Liver Neoplasms,D008113,Lactobacillus,1578,Increase,16S rRNA sequencing,29665135
2195,Liver Neoplasms,D008113,Methanobrevibacter,2172,Decrease,16S rRNA sequencing,29665135
2196,Liver Neoplasms,D008113,Oscillospira,119852,Increase,16S rRNA sequencing,29665135
2197,Liver Neoplasms,D008113,Phascolarctobacterium,33024,Decrease,16S rRNA sequencing,29665135
2198,Liver Neoplasms,D008113,Phascolarctobacterium,33024,Increase,16S rRNA sequencing,29665135
2199,Liver Neoplasms,D008113,Roseburia,841,Increase,16S rRNA sequencing,29665135
2200,Liver Neoplasms,D008113,Ruminococcus,1263,Increase,16S rRNA sequencing,29665135
2201,Crohn Disease,D003424,Akkermansia,239934,Decrease,16S rRNA sequencing,30478724
2202,Liver Neoplasms,D008113,Streptococcus,1301,Increase,16S rRNA sequencing,29665135
2203,Colorectal Neoplasms,D015179,Akkermansia,239934,Increase,16S rRNA sequencing,29687353
2204,Colorectal Neoplasms,D015179,Bilophila,35832,Increase,16S rRNA sequencing,29687353
2205,Colorectal Neoplasms,D015179,Butyricimonas,574697,Increase,16S rRNA sequencing,29687353
2206,Colorectal Neoplasms,D015179,Christensenella,990721,Increase,16S rRNA sequencing,29687353
2207,Colorectal Neoplasms,D015179,Clostridium,1485,Increase,16S rRNA sequencing,29687353
2208,Colorectal Neoplasms,D015179,Dehalobacterium,51514,Increase,16S rRNA sequencing,29687353
2209,Colorectal Neoplasms,D015179,Eubacterium,1730,Increase,16S rRNA sequencing,29687353
2210,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,16S rRNA sequencing,29687353
2211,Colorectal Neoplasms,D015179,Megamonas,158846,Decrease,16S rRNA sequencing,29687353
2212,Colorectal Neoplasms,D015179,Oscillospira,119852,Increase,16S rRNA sequencing,29687353
2213,Colorectal Neoplasms,D015179,Oxalobacter,846,Increase,16S rRNA sequencing,29687353
2214,Colorectal Neoplasms,D015179,Parabacteroides,375288,Increase,16S rRNA sequencing,29687353
2215,Colorectal Neoplasms,D015179,Peptostreptococcus,1257,Increase,16S rRNA sequencing,29687353
2216,Colorectal Neoplasms,D015179,Porphyromonas,836,Increase,16S rRNA sequencing,29687353
2217,Colorectal Neoplasms,D015179,Ruminococcus,1263,Increase,16S rRNA sequencing,29687353
2218,Colorectal Neoplasms,D015179,Selenomonas,970,Increase,16S rRNA sequencing,29687353
2219,Alzheimer Disease,D000544,Bacteroides,816,Decrease,16S rRNA sequencing,29758946
2220,Alzheimer Disease,D000544,Deinococcus,1298,Decrease,16S rRNA sequencing,29758946
2221,Alzheimer Disease,D000544,Flavonifractor,946234,Decrease,16S rRNA sequencing,29758946
2222,Alzheimer Disease,D000544,Gordonibacter,644652,Increase,16S rRNA sequencing,29758946
2223,Alzheimer Disease,D000544,Lachnoclostridium,1506553,Decrease,16S rRNA sequencing,29758946
2224,Alzheimer Disease,D000544,Prevotella,838,Increase,16S rRNA sequencing,29758946
2225,Alzheimer Disease,D000544,Sarcina,1266,Increase,16S rRNA sequencing,29758946
2226,Alzheimer Disease,D000544,Slackia,84108,Decrease,16S rRNA sequencing,29758946
2227,Alzheimer Disease,D000544,Stomatobaculum,1213720,Decrease,16S rRNA sequencing,29758946
2228,Alzheimer Disease,D000544,Subdoligranulum,292632,Increase,16S rRNA sequencing,29758946
2229,Alzheimer Disease,D000544,Vibrio,662,Decrease,16S rRNA sequencing,29758946
2230,Parkinson Disease,D010300,Actinomyces,1654,Decrease,16S rRNA sequencing,29776865
2231,Parkinson Disease,D010300,Aggregatibacter,416916,Increase,16S rRNA sequencing,29776865
2232,Parkinson Disease,D010300,Alistipes,239759,Increase,16S rRNA sequencing,29776865
2233,Parkinson Disease,D010300,Allobaculum,174708,Decrease,16S rRNA sequencing,29776865
2234,Parkinson Disease,D010300,Alloiococcus,1651,Increase,16S rRNA sequencing,29776865
2235,Parkinson Disease,D010300,Anaerotruncus,244127,Increase,16S rRNA sequencing,29776865
2236,Parkinson Disease,D010300,Anaerotruncus,244127,Decrease,16S rRNA sequencing,29776865
2237,Parkinson Disease,D010300,Bacteroides,816,Increase,16S rRNA sequencing,29776865
2238,Parkinson Disease,D010300,Bifidobacterium,1678,Increase,16S rRNA sequencing,29776865
2239,Parkinson Disease,D010300,Bilophila,35832,Increase,16S rRNA sequencing,29776865
2240,Parkinson Disease,D010300,Blautia,572511,Decrease,16S rRNA sequencing,29776865
2241,Parkinson Disease,D010300,Brevibacterium,1696,Decrease,16S rRNA sequencing,29776865
2242,Parkinson Disease,D010300,Brevundimonas,41275,Decrease,16S rRNA sequencing,29776865
2243,Parkinson Disease,D010300,Bulleidia,118747,Decrease,16S rRNA sequencing,29776865
2244,Parkinson Disease,D010300,Clostridium,1485,Increase,16S rRNA sequencing,29776865
2245,Parkinson Disease,D010300,Comamonas,283,Decrease,16S rRNA sequencing,29776865
2246,Parkinson Disease,D010300,Desulfovibrio,872,Increase,16S rRNA sequencing,29776865
2247,Parkinson Disease,D010300,Dialister,39948,Increase,16S rRNA sequencing,29776865
2248,Parkinson Disease,D010300,Dietzia,37914,Decrease,16S rRNA sequencing,29776865
2249,Parkinson Disease,D010300,Eikenella,538,Decrease,16S rRNA sequencing,29776865
2250,Parkinson Disease,D010300,Facklamia,66831,Increase,16S rRNA sequencing,29776865
2251,Parkinson Disease,D010300,Faecalibacterium,216851,Increase,16S rRNA sequencing,29776865
2252,Parkinson Disease,D010300,Faecalibacterium,216851,Decrease,16S rRNA sequencing,29776865
2253,Parkinson Disease,D010300,Gardnerella,2701,Increase,16S rRNA sequencing,29776865
2254,Parkinson Disease,D010300,Haemophilus,724,Decrease,16S rRNA sequencing,29776865
2255,Parkinson Disease,D010300,Haemophilus,724,Increase,16S rRNA sequencing,29776865
2256,Parkinson Disease,D010300,Halomonas,2745,Decrease,16S rRNA sequencing,29776865
2257,Parkinson Disease,D010300,Holdemania,61170,Increase,16S rRNA sequencing,29776865
2258,Parkinson Disease,D010300,Hyphomonas,85,Decrease,16S rRNA sequencing,29776865
2259,Parkinson Disease,D010300,Idiomarina,135575,Decrease,16S rRNA sequencing,29776865
2260,Parkinson Disease,D010300,Knoellia,136099,Decrease,16S rRNA sequencing,29776865
2261,Parkinson Disease,D010300,Lachnobacterium,140625,Increase,16S rRNA sequencing,29776865
2262,Parkinson Disease,D010300,Lachnospira,28050,Decrease,16S rRNA sequencing,29776865
2263,Parkinson Disease,D010300,Lactococcus,1357,Increase,16S rRNA sequencing,29776865
2264,Parkinson Disease,D010300,Lupinus,3869,Decrease,16S rRNA sequencing,29776865
2265,Parkinson Disease,D010300,Methanobrevibacter,2172,Decrease,16S rRNA sequencing,29776865
2266,Parkinson Disease,D010300,Methylobacterium,407,Decrease,16S rRNA sequencing,29776865
2267,Parkinson Disease,D010300,Morganella,581,Increase,16S rRNA sequencing,29776865
2268,Parkinson Disease,D010300,Mucispirillum,248038,Increase,16S rRNA sequencing,29776865
2269,Parkinson Disease,D010300,Mycoplana,13159,Decrease,16S rRNA sequencing,29776865
2270,Parkinson Disease,D010300,Ochrobactrum,528,Decrease,16S rRNA sequencing,29776865
2271,Parkinson Disease,D010300,Oenothera,3939,Decrease,16S rRNA sequencing,29776865
2272,Parkinson Disease,D010300,Oscillospira,119852,Increase,16S rRNA sequencing,29776865
2273,Parkinson Disease,D010300,Pedobacter,84567,Decrease,16S rRNA sequencing,29776865
2274,Parkinson Disease,D010300,Phyllobacterium,28100,Decrease,16S rRNA sequencing,29776865
2275,Parkinson Disease,D010300,Prevotella,838,Increase,16S rRNA sequencing,29776865
2276,Parkinson Disease,D010300,Pseudochrobactrum,354349,Decrease,16S rRNA sequencing,29776865
2277,Parkinson Disease,D010300,Ralstonia,48736,Increase,16S rRNA sequencing,29776865
2278,Parkinson Disease,D010300,Roseburia,841,Decrease,16S rRNA sequencing,29776865
2279,Parkinson Disease,D010300,Rubellimicrobium,295418,Decrease,16S rRNA sequencing,29776865
2280,Parkinson Disease,D010300,Sphingobacterium,28453,Decrease,16S rRNA sequencing,29776865
2281,Parkinson Disease,D010300,Stenotrophomonas,40323,Decrease,16S rRNA sequencing,29776865
2282,Parkinson Disease,D010300,Streptococcus,1301,Decrease,16S rRNA sequencing,29776865
2283,Parkinson Disease,D010300,Succinatimonas,674963,Decrease,16S rRNA sequencing,29776865
2284,Parkinson Disease,D010300,Sutterella,40544,Increase,16S rRNA sequencing,29776865
2285,Parkinson Disease,D010300,Sutterella,40544,Decrease,16S rRNA sequencing,29776865
2286,Irritable Bowel Syndrome,D043183,Dorea,189330,Increase,16S rRNA sequencing,29777439
2287,Irritable Bowel Syndrome,D043183,Faecalibacterium,216851,Decrease,16S rRNA sequencing,29777439
2288,Amyotrophic Lateral Sclerosis,D000690,Clostridium,1485,Decrease,qPCR,29782468
2289,"Colitis, Ulcerative",D003093,Achromobacter,222,Increase,16S rRNA sequencing,29796862
2290,"Colitis, Ulcerative",D003093,Dialister,39948,Decrease,16S rRNA sequencing,29796862
2291,"Colitis, Ulcerative",D003093,Faecalibacterium,216851,Decrease,16S rRNA sequencing,29796862
2292,"Colitis, Ulcerative",D003093,Megasphaera,906,Decrease,16S rRNA sequencing,29796862
2293,"Colitis, Ulcerative",D003093,Ochrobactrum,528,Increase,16S rRNA sequencing,29796862
2294,"Colitis, Ulcerative",D003093,Oscillospira,119852,Decrease,16S rRNA sequencing,29796862
2295,"Colitis, Ulcerative",D003093,Prevotella,838,Decrease,16S rRNA sequencing,29796862
2296,"Colitis, Ulcerative",D003093,Pseudomonas,286,Increase,16S rRNA sequencing,29796862
2297,"Colitis, Ulcerative",D003093,Roseburia,841,Decrease,16S rRNA sequencing,29796862
2298,"Colitis, Ulcerative",D003093,Stenotrophomonas,40323,Increase,16S rRNA sequencing,29796862
2299,Crohn Disease,D003424,Achromobacter,222,Decrease,16S rRNA sequencing,29848021
2300,Crohn Disease,D003424,Anaerotruncus,244127,Increase,16S rRNA sequencing,29848021
2301,Crohn Disease,D003424,Bilophila,35832,Decrease,16S rRNA sequencing,29848021
2302,Crohn Disease,D003424,Blautia,572511,Decrease,16S rRNA sequencing,29848021
2303,Crohn Disease,D003424,Catenibacterium,135858,Increase,16S rRNA sequencing,29848021
2304,Crohn Disease,D003424,Cetobacterium,180162,Increase,16S rRNA sequencing,29848021
2305,Crohn Disease,D003424,Devosia,46913,Decrease,16S rRNA sequencing,29848021
2306,Crohn Disease,D003424,Dorea,189330,Decrease,16S rRNA sequencing,29848021
2307,Crohn Disease,D003424,Enterococcus,1350,Increase,16S rRNA sequencing,29848021
2308,Crohn Disease,D003424,Escherichia,561,Increase,16S rRNA sequencing,29848021
2309,Crohn Disease,D003424,Faecalibacterium,216851,Decrease,16S rRNA sequencing,29848021
2310,Crohn Disease,D003424,Finegoldia,150022,Increase,16S rRNA sequencing,29848021
2311,Crohn Disease,D003424,Flavobacterium,237,Decrease,16S rRNA sequencing,29848021
2312,Crohn Disease,D003424,Geobacillus,129337,Increase,16S rRNA sequencing,29848021
2313,Crohn Disease,D003424,Granulicatella,117563,Decrease,16S rRNA sequencing,29848021
2314,Crohn Disease,D003424,Janthinobacterium,29580,Decrease,16S rRNA sequencing,29848021
2315,Crohn Disease,D003424,Kaistia,166953,Decrease,16S rRNA sequencing,29848021
2316,Crohn Disease,D003424,Klebsiella,570,Increase,16S rRNA sequencing,29848021
2317,Crohn Disease,D003424,Lachnospira,28050,Decrease,16S rRNA sequencing,29848021
2318,Crohn Disease,D003424,Megasphaera,906,Decrease,16S rRNA sequencing,29848021
2319,Crohn Disease,D003424,Methylotenera,359407,Decrease,16S rRNA sequencing,29848021
2320,Crohn Disease,D003424,Odoribacter,283168,Decrease,16S rRNA sequencing,29848021
2321,Crohn Disease,D003424,Peptoniphilus,162289,Increase,16S rRNA sequencing,29848021
2322,Crohn Disease,D003424,Peptostreptococcus,1257,Increase,16S rRNA sequencing,29848021
2323,Crohn Disease,D003424,Phascolarctobacterium,33024,Decrease,16S rRNA sequencing,29848021
2324,Rectal Neoplasms,D012004,Bifidobacterium,1678,Decrease,16S rRNA sequencing,29995183
2325,Crohn Disease,D003424,Pigmentiphaga,152267,Decrease,16S rRNA sequencing,29848021
2326,Crohn Disease,D003424,Plesiomonas,702,Increase,16S rRNA sequencing,29848021
2327,Crohn Disease,D003424,Polaromonas,52972,Decrease,16S rRNA sequencing,29848021
2328,Crohn Disease,D003424,Porphyromonas,836,Decrease,16S rRNA sequencing,29848021
2329,Crohn Disease,D003424,Rhizobium,379,Decrease,16S rRNA sequencing,29848021
2330,Crohn Disease,D003424,Rhodobacter,1060,Decrease,16S rRNA sequencing,29848021
2331,Crohn Disease,D003424,Shewanella,22,Decrease,16S rRNA sequencing,29848021
2332,Crohn Disease,D003424,Ruminiclostridium,1508657,Decrease,16S rRNA sequencing,30519287
2333,Crohn Disease,D003424,Staphylococcus,1279,Increase,16S rRNA sequencing,29848021
2334,Crohn Disease,D003424,Thermaerobacter,73918,Increase,16S rRNA sequencing,29848021
2335,Crohn Disease,D003424,Turicibacter,191303,Increase,16S rRNA sequencing,29848021
2336,Parkinson Disease,D010300,Cloacibacterium,501783,Increase,16S rRNA sequencing,29881345
2337,Parkinson Disease,D010300,Cloacibacterium,501783,Increase,RT-PCR,29881345
2338,Parkinson Disease,D010300,Enhydrobacter,212791,Increase,16S rRNA sequencing,29881345
2339,Parkinson Disease,D010300,Enhydrobacter,212791,Increase,RT-PCR,29881345
2340,Parkinson Disease,D010300,Isoptericola,254250,Increase,RT-PCR,29881345
2341,Parkinson Disease,D010300,Isoptericola,254250,Increase,16S rRNA sequencing,29881345
2342,Parkinson Disease,D010300,Limnobacter,131079,Decrease,16S rRNA sequencing,29881345
2343,Parkinson Disease,D010300,Limnobacter,131079,Decrease,RT-PCR,29881345
2344,Parkinson Disease,D010300,Microbacterium,33882,Increase,16S rRNA sequencing,29881345
2345,Parkinson Disease,D010300,Microbacterium,33882,Increase,RT-PCR,29881345
2346,Parkinson Disease,D010300,Myroides,76831,Increase,RT-PCR,29881345
2347,Parkinson Disease,D010300,Myroides,76831,Increase,16S rRNA sequencing,29881345
2348,Colorectal Neoplasms,D015179,Anaerostipes,207244,Decrease,16S rRNA sequencing,29985435
2349,Colorectal Neoplasms,D015179,Dorea,189330,Decrease,16S rRNA sequencing,29985435
2350,Colorectal Neoplasms,D015179,Fusicatenibacter,1407607,Decrease,16S rRNA sequencing,29985435
2351,Colorectal Neoplasms,D015179,Sutterella,40544,Decrease,16S rRNA sequencing,29985435
2352,Colorectal Neoplasms,D015179,Lachnoclostridium,1506553,Decrease,16S rRNA sequencing,29995183
2353,Rectal Neoplasms,D012004,Lachnoclostridium,1506553,Decrease,16S rRNA sequencing,29995183
2354,Stomach Neoplasms,D013274,Lachnoclostridium,1506553,Decrease,16S rRNA sequencing,29995183
2355,Colorectal Neoplasms,D015179,Oscillibacter,459786,Decrease,16S rRNA sequencing,29995183
2356,Rectal Neoplasms,D012004,Oscillibacter,459786,Decrease,16S rRNA sequencing,29995183
