,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
6526,7030,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,1246,Sanguibacter,60919.0,,,0.079,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6527,7031,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,93,Staphylococcus,29387.0,,,0.72,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6528,7032,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,284,Tannerella,195950.0,,,0.33,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6529,7033,263.0,Reduced,61,preferred_term,10003553.0,15.0,Asthma,1247,Desulfomicrobium,898.0,,,0.068,16S rRNA sequencing,Sputum,Human,877.0,770,Healthy control,Fold change,
6530,7036,264.0,Reduced,205,preferred_term,10017758.0,96.0,Gastric carcinoma,1248,Helicobacter pylori,210.0,,,,16S rRNA sequencing,Tissue biopsie,Human,878.0,771,Same person (healthy tissue),,
6531,7037,264.0,Reduced,205,preferred_term,10017758.0,96.0,Gastric carcinoma,18,Prevotella copri,165179.0,,,,16S rRNA sequencing,Tissue biopsie,Human,878.0,771,Same person (healthy tissue),,
6532,7038,264.0,Reduced,205,preferred_term,10017758.0,96.0,Gastric carcinoma,139,Bacteriodes uniformis,820.0,,,,16S rRNA sequencing,Tissue biopsie,Human,878.0,771,Same person (healthy tissue),,
6533,7039,264.0,Elevated,205,preferred_term,10017758.0,96.0,Gastric carcinoma,24,Prevotella melaninogenica,28132.0,,,,16S rRNA sequencing,Tissue biopsie,Human,878.0,771,Same person (healthy tissue),,
6534,7040,264.0,Elevated,205,preferred_term,10017758.0,96.0,Gastric carcinoma,27,Streptococcus anginosus,1328.0,,,,16S rRNA sequencing,Tissue biopsie,Human,878.0,771,Same person (healthy tissue),,
6535,7041,264.0,Elevated,205,preferred_term,10017758.0,96.0,Gastric carcinoma,482,Propionibacterium acnes,1747.0,,,,16S rRNA sequencing,Tissue biopsie,Human,878.0,771,Same person (healthy tissue),,
6536,7042,264.0,Elevated,205,preferred_term,10017758.0,96.0,Gastric carcinoma,89,Selenomonas,970.0,,,,16S rRNA sequencing,Tissue biopsie,Human,878.0,771,Same person (healthy tissue),,
6537,7043,264.0,Elevated,205,preferred_term,10017758.0,96.0,Gastric carcinoma,77,Fusobacterium,68766.0,,,,16S rRNA sequencing,Tissue biopsie,Human,878.0,771,Same person (healthy tissue),,
6538,7044,264.0,Elevated,205,preferred_term,10017758.0,96.0,Gastric carcinoma,250,Corynebacterium,1716.0,,,,16S rRNA sequencing,Tissue biopsie,Human,878.0,771,Same person (healthy tissue),,
6539,7045,265.0,Reduced,44,preferred_term,10000807.0,10.0,HIV infection,36,Bacteroides,29523.0,,,,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,,
6540,7046,265.0,Reduced,44,preferred_term,10000807.0,10.0,HIV infection,65,Faecalibacterium,216851.0,,,,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,,
6541,7047,265.0,Elevated,44,preferred_term,10000807.0,10.0,HIV infection,44,Prevotella,59823.0,,,,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,,
6542,7048,265.0,Elevated,44,preferred_term,10000807.0,10.0,HIV infection,77,Fusobacterium,68766.0,,,,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,,
6543,7049,265.0,Elevated,44,preferred_term,10000807.0,10.0,HIV infection,325,Paraprevotella,577309.0,,,1.53,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6544,7050,265.0,Elevated,44,preferred_term,10000807.0,10.0,HIV infection,463,Allisonella,209879.0,,,2.85,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6545,7051,265.0,Elevated,44,preferred_term,10000807.0,10.0,HIV infection,1249,Anaerovibrio,82373.0,,,422.0,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6546,7052,265.0,Elevated,44,preferred_term,10000807.0,10.0,HIV infection,1250,Howardella,404402.0,,,1.74,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6547,7053,265.0,Elevated,44,preferred_term,10000807.0,10.0,HIV infection,42,Enterobacter,42895.0,,,73.7,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6548,7054,265.0,Reduced,44,preferred_term,10000807.0,10.0,HIV infection,412,Eggerthella,84111.0,,,0.17,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6549,7055,265.0,Reduced,44,preferred_term,10000807.0,10.0,HIV infection,403,Barnesiella,397864.0,,,0.09,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6550,7056,265.0,Reduced,44,preferred_term,10000807.0,10.0,HIV infection,130,Odoribacter,283168.0,,,0.7,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6551,7057,265.0,Reduced,44,preferred_term,10000807.0,10.0,HIV infection,237,Oscillospira,119852.0,,,0.01,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6552,7058,265.0,Reduced,44,preferred_term,10000807.0,10.0,HIV infection,274,Oxalobacter,846.0,,,0.43,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6553,7059,265.0,Reduced,44,preferred_term,10000807.0,10.0,HIV infection,14,Roseburia,841.0,,,0.44,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6554,7060,265.0,Reduced,44,preferred_term,10000807.0,10.0,HIV infection,52,Alistipes,239759.0,,,0.32,16S rRNA sequencing,Faeces,Human,879.0,772,Healthy control,Fold change,
6555,7061,266.0,Elevated,293,preferred_term,10001761.0,69.0,Alopecia areata,101,Propionibacterium,1743.0,55.1,45.6,,16S rRNA sequencing,Skin swab,Human,880.0,773,Healthy control,% (abundancy),% (abundancy)
6556,7062,266.0,Reduced,293,preferred_term,10001761.0,69.0,Alopecia areata,93,Staphylococcus,29387.0,27.4,32.6,,16S rRNA sequencing,Skin swab,Human,880.0,773,Healthy control,% (abundancy),% (abundancy)
6557,7063,266.0,Elevated,293,preferred_term,10001761.0,69.0,Alopecia areata,482,Propionibacterium acnes,1747.0,1.8,1.6,,qPCR,Skin swab,Human,880.0,773,Healthy control,Log abundancy,Log abundancy
6558,7064,266.0,Reduced,293,preferred_term,10001761.0,69.0,Alopecia areata,369,Staphylococcus epidermidis,1282.0,1.01,1.4,,qPCR,Skin swab,Human,880.0,773,Healthy control,Log abundancy,Log abundancy
6559,7065,266.0,Elevated,293,preferred_term,10001761.0,120.0,Alopecia areata,222,Actinobacteria,1760.0,33.3,22.4,,16S rRNA sequencing,Tissue biopsie,Human,881.0,773,Healthy control,% (abundancy),% (abundancy)
6560,7066,266.0,Elevated,293,preferred_term,10001761.0,120.0,Alopecia areata,348,Bacteroidetes,976.0,20.1,9.9,,16S rRNA sequencing,Tissue biopsie,Human,881.0,773,Healthy control,% (abundancy),% (abundancy)
6561,7067,266.0,Reduced,293,preferred_term,10001761.0,121.0,Alopecia areata,222,Actinobacteria,1760.0,6.1,11.3,,16S rRNA sequencing,Tissue biopsie,Human,881.0,773,Healthy control,% (abundancy),% (abundancy)
6562,7068,266.0,Elevated,293,preferred_term,10001761.0,121.0,Alopecia areata,221,Proteobacteria,1224.0,14.9,8.1,,16S rRNA sequencing,Tissue biopsie,Human,881.0,773,Healthy control,% (abundancy),% (abundancy)
6563,7069,266.0,Elevated,293,preferred_term,10001761.0,121.0,Alopecia areata,348,Bacteroidetes,976.0,14.2,4.0,,16S rRNA sequencing,Tissue biopsie,Human,881.0,773,Healthy control,% (abundancy),% (abundancy)
6564,7070,266.0,Elevated,293,preferred_term,10001761.0,122.0,Alopecia areata,221,Proteobacteria,1224.0,,,,16S rRNA sequencing,Tissue biopsie,Human,881.0,773,Healthy control,,
6565,7071,266.0,Elevated,293,preferred_term,10001761.0,122.0,Alopecia areata,348,Bacteroidetes,976.0,,,,16S rRNA sequencing,Tissue biopsie,Human,881.0,773,Healthy control,,
6566,7072,266.0,Elevated,293,preferred_term,10001761.0,122.0,Alopecia areata,410,Firmicutes,1239.0,,,,16S rRNA sequencing,Tissue biopsie,Human,881.0,773,Healthy control,,
6567,7076,267.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,592,Bacteroides eggerthii,28111.0,0.955,0.124,,16S rRNA sequencing,Faeces,Human,882.0,774,Healthy control,% (abundancy),% (abundancy)
6568,7077,267.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,280,Bacteroides plebeius,310297.0,1.014,2.915,,16S rRNA sequencing,Faeces,Human,882.0,774,Healthy control,% (abundancy),% (abundancy)
6569,7078,267.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,404,Christensenellaceae,990719.0,0.001,0.991,,16S rRNA sequencing,Faeces,Human,882.0,774,Healthy control,% (abundancy),% (abundancy)
6570,7079,268.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,55,Lachnospiraceae,186803.0,,,,16S rRNA sequencing,Faeces,Human,883.0,775,Healthy control,,
6571,7080,268.0,Reduced,73,preferred_term,10011078.0,10.0,Coronary artery disease,219,Ruminococcaceae,541000.0,,,,16S rRNA sequencing,Faeces,Human,883.0,775,Healthy control,,
6572,7081,268.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,330,Klebsiella,570.0,,,,16S rRNA sequencing,Faeces,Human,883.0,775,Healthy control,,
6573,7082,268.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,62,Streptococcus,1306.0,,,,16S rRNA sequencing,Faeces,Human,883.0,775,Healthy control,,
6574,7083,268.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,247,Haemophilus,724.0,,,,16S rRNA sequencing,Faeces,Human,883.0,775,Healthy control,,
6575,7084,268.0,Elevated,73,preferred_term,10011078.0,10.0,Coronary artery disease,251,Granulicatella,117563.0,,,,16S rRNA sequencing,Faeces,Human,883.0,775,Healthy control,,
6576,7085,269.0,Elevated,61,preferred_term,10003553.0,95.0,Asthma,221,Proteobacteria,1224.0,14.4,1.7,,Metagenomic sequencing,nasopharyngeal swab,Human,884.0,776,Healthy control,% (abundancy),% (abundancy)
6577,7086,269.0,Reduced,61,preferred_term,10003553.0,95.0,Asthma,250,Corynebacterium,1716.0,1.7,2.4,,Metagenomic sequencing,nasopharyngeal swab,Human,884.0,776,Healthy control,% (abundancy),% (abundancy)
6578,7087,269.0,Reduced,61,preferred_term,10003553.0,95.0,Asthma,96,Moraxella,479.0,1.3,19.9,,Metagenomic sequencing,nasopharyngeal swab,Human,885.0,776,Healthy control,% (abundancy),% (abundancy)
6579,7088,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,77,Fusobacterium,68766.0,62.5,27.3,,16S rRNA sequencing,Tissue biopsie,Human,886.0,777,Healthy control,% (prevalence),% (prevalence)
6580,7089,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,56,Haemophilus parainfluenzae,729.0,58.5,39.8,,16S rRNA sequencing,Tissue biopsie,Human,886.0,777,Healthy control,% (prevalence),% (prevalence)
6581,7090,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,479,Veillonella atypica,39777.0,,,,16S rRNA sequencing,Tissue biopsie,Human,886.0,777,Healthy control,,
6582,7091,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,346,Veillonella parvula,29466.0,,,,16S rRNA sequencing,Tissue biopsie,Human,886.0,777,Healthy control,,
6583,7092,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,482,Propionibacterium acnes,1747.0,,,,16S rRNA sequencing,Tissue biopsie,Human,886.0,777,Healthy control,,
6584,7093,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,149,Clostridium lactatifermentans,160404.0,,,,16S rRNA sequencing,Tissue biopsie,Human,886.0,777,Healthy control,,
6585,7094,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,191,Clostridium butyricum,1492.0,,,,16S rRNA sequencing,Tissue biopsie,Human,886.0,777,Healthy control,,
6586,7095,,Elevated,3,preferred_term,10011401.0,18.0,Crohn's Disease,843,Epulopiscium,2383.0,,,,16S rRNA sequencing,Tissue biopsie,Human,886.0,777,Healthy control,,
6587,7096,271.0,Reduced,60,low_level_term,10062663.0,33.0,Cervical cancer,388,Lactobacillus crispatus,47770.0,245.87,2506.01,,16S rRNA sequencing,Cervical swabs,Human,887.0,778,Healthy control,Reads,
6588,7097,271.0,Reduced,60,low_level_term,10062663.0,33.0,Cervical cancer,387,Lactobacillus iners,147802.0,1217.21,3772.35,,16S rRNA sequencing,Cervical swabs,Human,887.0,778,Healthy control,Reads,
6589,7098,271.0,Reduced,60,low_level_term,10062663.0,33.0,Cervical cancer,1251,Lactobacillus taiwanensis,508451.0,116.49,320.69,,16S rRNA sequencing,Cervical swabs,Human,887.0,778,Healthy control,Reads,
6590,7099,271.0,Elevated,60,low_level_term,10062663.0,33.0,Cervical cancer,456,Gardnerella vaginalis,2702.0,304.49,11.47,,16S rRNA sequencing,Cervical swabs,Human,887.0,778,Healthy control,Reads,
6591,7100,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,380,Peptostreptococcaceae,186804.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6592,7101,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,673,Succinivibrio,83770.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6593,7102,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,1,Lactobacillus,1591.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6594,7103,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,242,Coriobacteriaceae,84107.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6595,7104,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,9,Clostridium,1506.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6596,7105,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,923,Candidatus portiera,235572.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6597,7106,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,1252,Elusimicrobiaceae,641876.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6598,7107,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,1253,Dickeya,204037.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6599,7108,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,495,Nocardioides,1839.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6600,7109,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,844,Acholeplasma,2147.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6601,7110,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,1254,Conexibacteraceae,320583.0,,,,16S rRNA sequencing,Faeces,Human,888.0,779,Healthy control,,
6602,7111,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,214,Blautia,572511.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6603,7112,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,33,Bifidobacterium,41200.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6604,7113,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,185,Collinsella,102106.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6605,7114,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,128,Coprococcus,33042.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6606,7115,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,1097,Propionicimonas,236052.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6607,7116,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,320,Stenotrophomonas,40323.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6608,7117,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,242,Coriobacteriaceae,84107.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6609,7118,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,327,Mogibacterium,86331.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6610,7119,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,264,Lactococcus,1357.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6611,7120,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,44,Prevotella,59823.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6612,7121,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,1069,Leuconostocaceae,81850.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6613,7122,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,249,Gemella,1378.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6614,7123,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,783,Bradyrhizobium,374.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6615,7124,273.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,779,Adlercreutzia,447020.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6616,7125,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,77,Fusobacterium,68766.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6617,7126,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,241,Lactobacillaceae,33958.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6618,7127,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,1249,Anaerovibrio,82373.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6619,7128,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,844,Acholeplasma,2147.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6620,7129,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,907,Paludibacter,346096.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6621,7130,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,64,Lachnospira,28050.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6622,7131,273.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,216,Megamonas,158846.0,,,,16S rRNA sequencing,Faeces,Human,889.0,779,Healthy control,,
6623,7132,274.0,Elevated,294,low_level_term,10040633.0,5.0,Sicca syndrome,44,Prevotella,59823.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6624,7133,274.0,Elevated,294,low_level_term,10040633.0,5.0,Sicca syndrome,135,Actinomyces,29317.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6625,7134,274.0,Elevated,294,low_level_term,10040633.0,5.0,Sicca syndrome,616,Alloprevotella,1283313.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6626,7135,274.0,Elevated,294,low_level_term,10040633.0,5.0,Sicca syndrome,79,Peptostreptococcus,1262.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6627,7136,274.0,Elevated,294,low_level_term,10040633.0,5.0,Sicca syndrome,242,Coriobacteriaceae,84107.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6628,7137,274.0,Elevated,294,low_level_term,10040633.0,5.0,Sicca syndrome,321,Atopobium,1380.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6629,7138,274.0,Elevated,294,low_level_term,10040633.0,5.0,Sicca syndrome,453,Megasphaera,906.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6630,7139,274.0,Elevated,294,low_level_term,10040633.0,5.0,Sicca syndrome,558,Shuttleworthia,177971.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6631,7140,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,248,Neisseria,482.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6632,7141,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,62,Streptococcus,1306.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6633,7142,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,711,Johnsonella,43994.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6634,7143,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,629,Comamonas,283.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6635,7144,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,1255,Alysiella,194195.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6636,7145,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,836,Eikenella,538.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6637,7146,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,312,Sphingomonas,13687.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6638,7147,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,322,Aquabacterium,92793.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6639,7148,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,806,Rhodocyclaceae,75787.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6640,7149,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,371,Burkholderia,32008.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6641,7150,274.0,Reduced,294,low_level_term,10040633.0,5.0,Sicca syndrome,687,Lautropia,47670.0,,,,16S rRNA sequencing,Saliva,Human,890.0,780,Healthy control,,
6642,7151,275.0,Elevated,37,preferred_term,10055667.0,10.0,Necrotizing enterocolitis,368,Gammaproteobacteria,1236.0,,,0.0011,16S rRNA sequencing,Faeces,Human,891.0,781,Healthy control,p-value,
6643,7152,275.0,Reduced,37,preferred_term,10055667.0,10.0,Necrotizing enterocolitis,1256,Negativicutes,909932.0,,,0.0013,16S rRNA sequencing,Faeces,Human,891.0,781,Healthy control,p-value,
6644,7153,276.0,Elevated,198,preferred_term,10063844.0,10.0,Autism spectrum disorders,338,Clostridium botulinum,1491.0,,,,Shotgun sequencing,Faeces,Human,892.0,782,Healthy control,,
6645,7154,276.0,Elevated,198,preferred_term,10063844.0,10.0,Autism spectrum disorders,1257,Ruminoclostridium cellulolyticum,1521.0,,,,Shotgun sequencing,Faeces,Human,892.0,782,Healthy control,,
